EventID,X,Y,Z,Magnitude
151,4633.063543866615,8554.772859139193,-2805.2655860121076,1.6732939057467058
152,1958.2475626678897,5960.908665582181,-2860.2793293673117,1.534501569945888
153,1579.5794883648923,6120.865627962285,-2416.7442811042715,3.8557282942506643
154,2957.811041110252,5212.482496796005,-1417.4469511549537,1.2740690216247899
155,4942.601816442402,8182.3273461691315,-2350.3009338754828,3.7337916806364757
156,1968.2210860460018,6668.220944930822,-2524.4002904780027,3.675841383631688
157,3688.5421896235143,5916.466455645596,-1852.9942116042698,2.4955322222289196
158,4046.4784613148704,5927.161110466319,-1466.0048280764713,1.4353730223845185
159,1950.5501759695985,8605.599764916933,-2378.605732458149,1.4075853598248909
160,3912.865394447438,8335.666401844148,-2248.272033190645,2.359698588463391
161,2471.132530877013,7214.123541428733,-1466.1017379712152,0.5352360295740652
162,3529.223322374318,7464.443201662884,-635.6539450263681,2.6254030184454646
163,3534.1188430435786,6897.302282201164,-1313.1456814047795,4.311118103068221
164,3143.098736299034,6566.666171515235,-1042.7396410386002,1.118827527450386
165,1361.1590802176333,8661.907524873326,-2082.9747631113282,2.7933824859024137
166,4341.2099823569515,5502.450814081209,-2319.364101538835,4.347114754577827
167,2283.120259886943,6673.787158864912,-1864.3306419934436,3.9420885579664007
168,1746.074041599417,6378.247631951501,-982.1679282208158,3.901520465525361
169,1163.1005662190557,6992.602881004594,-1859.2508955236106,3.787399721584756
170,3363.5717727529673,6830.5274981807,-883.1864780253472,1.7360944242247425
171,3710.2574473691297,7075.5581266043255,-528.0700482621824,4.062467325067249
172,1066.3513157114246,5559.675908907976,-2819.933335674159,4.265361404932684
173,3048.372233197124,7052.566006053108,-2886.474609790741,2.4831696931961575
174,1905.983100791752,5969.675255548844,-2626.0257427165952,1.918284189037835
175,3580.6911616377993,5737.325395952765,-2039.0758106641345,2.1569160624234245
176,1697.4657160199658,5259.336875144765,-2672.394477136419,1.8368257673250623
177,3763.7509524098637,8050.610235024564,-823.3388059531098,1.3496737680981603
178,2546.94138520215,6709.76768342624,-2942.1343724323406,2.9737938810115576
179,4746.919954946938,7506.574733247033,-2210.518209160444,2.7503875449812916
180,1550.0837765839728,7910.373373218974,-2538.2634262644865,2.3503402841571024
181,2364.265404201034,7717.266661254214,-671.1516746061693,0.8833815467393271
182,1453.8940849623564,6882.002876358729,-1326.2974877749302,3.687571858823999
183,4698.774473114251,6551.594115806919,-719.924358871564,1.1997342510031568
184,4509.357413523924,6503.839638562655,-569.1782242240165,0.9582481735841926
185,2031.7665108606225,7560.1951877202255,-1757.254390806577,2.9922855819317897
186,3639.9361841367163,6979.177419767493,-2414.2022298799343,2.0945774449508927
187,4268.888800804863,8396.528991954043,-2515.6780345085267,0.7392339014093179
188,3220.8032463978493,8498.807937306849,-2442.7028457853985,1.9222734198442328
189,3118.602313424026,5682.241512026074,-1228.5167309449928,3.587121409139851
190,1967.4091636018068,5544.934606182903,-2898.8856796924983,2.9609968208683903
191,1372.4110712235968,7521.603704143998,-2871.5973174182127,1.9511440919479872
192,4588.863031813307,6204.902992249117,-1479.6426440421249,1.2672191665383523
193,4601.672228653322,5074.282875060396,-1394.8571331564835,3.027182483219093
194,3532.4058290930716,8554.57067745182,-1336.84268919385,4.050221203785421
195,2356.1191641948026,5907.603068975233,-2070.298738528522,3.085090872063655
196,2396.8382984506434,8717.122606743236,-985.1377782146171,3.7516154186008968
197,3903.8227154809574,7869.737803513015,-1665.938530683456,2.586111354217484
198,4588.441039810308,8050.613959645937,-2736.335924976451,3.3718844269641153
199,4548.345697060469,5805.845983172641,-1007.251732331637,4.08490709511341
200,4119.502183430495,5936.777702467251,-617.3305343238544,3.5927159130346205
201,3568.126584617151,7085.071015296263,-2849.9092174941034,4.139415813592583
202,1336.5598599801954,5688.399410599449,-2021.62165324855,2.2245584084642394
203,1646.514856378455,6221.726770732129,-1781.2098879131308,4.1168810205082265
204,4594.216754108316,6285.849911791218,-2633.8230998042077,2.9862689379268303
205,3425.7162386383598,5638.519733011057,-830.7276305428072,3.9801950643267747
206,1036.7882064665187,5820.731333580643,-2289.62588777489,0.6575061217513416
207,1405.8861714641284,8154.207368033027,-1042.4786501545998,3.1314095276541445
208,3654.007076432223,5668.783418189074,-1322.51379492921,3.8919003155115948
209,1020.2463353848748,5113.82956737569,-1504.8854438324415,1.196808134572799
210,1643.2322056699945,7517.419770515753,-2519.642878258614,3.1471477338596925
211,3194.9351574663447,8903.9324775698,-2448.2411986227357,3.799818856866526
212,3767.580790770773,6324.8552584924855,-2881.6289881335765,1.6517974785305483
213,3607.8450380104023,5474.622812785009,-2398.218925544334,2.120985311625568
214,1897.0772378422391,7281.549301470123,-2136.3909763487145,2.7780708739968776
215,3848.7168853901435,8625.416844382584,-917.1367403439367,2.5766707555382484
216,1948.9963499872001,8136.247119313915,-2084.018333212987,0.6567575721485426
217,2301.598792637071,7490.063473650864,-1113.445543085984,0.8946883923416538
218,3985.9656204720964,6260.225986430398,-1901.394296761281,0.9018663172174453
219,3598.5315961888587,7167.52069310488,-1037.829220015279,1.5490716219967
220,4396.893641976712,5364.979365217021,-559.3209989074003,1.483456451209797
221,3630.4515692013733,7715.78169712268,-2400.3961048560495,3.4688895351471984
222,3273.2344133418865,7900.384075590604,-844.1459700903097,2.790977544064578
223,1374.6990713123698,8860.126491639676,-1445.4397842355634,3.5559043385809646
224,2470.863212237734,6041.589434980287,-956.764346028363,0.7795842296434805
225,2060.809470726902,5073.82567617209,-1371.0352443304869,2.4408569498864026
226,1975.9585735163344,7182.433857708602,-1940.1262318146246,1.7951023170610778
227,4892.0422190097825,7827.162017587258,-2429.812651395524,3.8997572430229854
228,2572.3908986670417,8161.629903531952,-2824.9119366720874,3.331156627639613
229,4568.186220708453,5774.955732099243,-1661.2040888482074,3.977033883307185
230,3524.5545039890517,6047.0114761480945,-524.1847636828361,0.6857084896242402
231,4179.2452141665935,7050.3637010691855,-1154.8954874644844,3.383293958266402
232,3010.5483724207684,6322.403239880007,-2181.6361465024584,2.660033408638312
233,3307.6155385054362,8442.04594634978,-931.9879997831617,3.800000116062263
234,2970.0707752754556,6895.040614954881,-1077.5399995589837,2.528642363703284
235,1780.971951192178,8198.31457640801,-2295.910516616358,2.660836311607636
236,3889.8084610460214,7322.479041929415,-2964.2312755144135,0.7070695237682605
237,2123.089449763423,8092.360566468447,-2704.593403665126,3.174091460143867
238,1097.2638657258153,6330.691946121296,-806.7345242198562,1.5925595024202002
239,3581.889183628671,8325.666487721244,-908.5924117378208,0.578775688715282
240,1708.4427176281956,6098.289262204086,-2261.977497804094,0.7657486500241202
241,4761.8343374116575,7184.395232013163,-2287.011434288949,4.329142435864103
242,4815.71430801035,5856.0284526954965,-1017.8375322438221,1.8843091583193878
243,4659.457560881794,6902.106086504773,-655.6563252614446,3.972302514484636
244,2480.6348010217775,6272.7008380348125,-1052.1568580060002,4.3387089362770235
245,1061.8264661154697,6066.813722548857,-1486.0533074230962,4.273068755349291
246,4713.274250350902,8867.94007211215,-2393.3216241704886,4.026900962797681
247,2712.7365932692574,5640.296421946922,-1685.6302147618483,4.079375649845204
248,4866.619276174679,8149.303349829581,-2416.2203535168383,1.656032177363806
249,4854.4799083570115,8936.65983793286,-979.971449758066,1.1058795610414331
250,4412.03782186944,5079.605934960311,-2032.5973012056568,3.0570502483516946
251,2177.7955682783427,7796.10965616838,-915.7569575149346,2.4524223674752954
252,2540.390914407701,6011.647222225149,-2045.9769550431868,0.8949868747806842
253,4404.546686067428,5161.951297313218,-939.6264870002715,3.2101652640896434
254,2267.6880206251108,6611.5583158265235,-2166.7054620868953,2.7514400299390935
255,1677.9709867443698,8740.8712406835,-1899.6682384558253,3.9522696032417564
256,3227.2050498334006,5047.060377467991,-1461.278951643356,2.9367351827535946
257,4744.619096643124,7351.542767719127,-2824.280964925203,2.7957847188870146
258,3784.119186699892,7005.585914381298,-629.4823454613388,2.2630068933305116
259,3280.24468035746,8493.53665748419,-1565.985534690492,2.3511482795554812
260,1388.705975083074,5336.006858082503,-1730.4499632729942,4.317524907916464
261,3460.028906796679,7726.104119546601,-901.51507220022,1.0537840376009573
262,4960.215400417053,7720.438793733109,-835.5931752579313,2.2848752743287486
263,1560.336060946096,7676.320067449133,-1694.34898867746,3.1233089357073713
264,3073.318609454947,8769.337979740149,-681.8441855159067,2.2320425823615984
265,4509.492287711822,8292.350116027523,-2838.1555848087983,1.632862508163031
266,3963.074471016818,5167.890904974024,-2716.935519371956,1.6494294830514193
267,3788.062963981072,6884.331402818053,-1508.0294249638996,1.434624185030863
268,3809.936335948437,6591.812224805334,-2114.835345516041,1.8756128023323586
269,2437.964604879021,6240.588884363208,-1839.437084527003,3.986699102334268
270,2174.3673770579735,6805.346900616389,-2179.8019552570836,2.5208982012919807
271,4237.444621914055,6536.77673970391,-1988.1867213876608,1.4609549123112737
272,4240.453578716722,6729.335599514661,-943.3841321342511,2.0381068681061296
273,4468.289274320415,8917.04746243457,-1516.3095003642384,0.9233216483142721
274,4652.962210225885,5354.531898998323,-506.6386267912544,4.116142958954952
275,3045.369595443751,8688.923479354919,-1032.8020054475926,2.132791328365728
276,3006.0651787487986,6920.9468538841065,-2315.8343647454335,4.421564818372303
277,4193.180715867101,7494.968981998165,-2339.1372056832597,1.890155093050077
278,3599.855723111061,8320.731866470775,-2160.2543247074823,3.8454241889084844
279,3807.8675090308134,6441.852116597022,-891.8512983806431,1.5255412531658128
280,4183.170677744404,6721.687632351867,-2931.780873373586,0.8046115735104089
281,4560.021367270265,6638.073921114856,-2424.5468028218556,0.6269334466952028
282,2351.980627406143,6498.924090143039,-737.7039491393325,2.924673706579134
283,2502.3318105597764,8702.11728658758,-1400.25890979187,1.7462946866943576
284,1375.927759363476,8315.719564772047,-2432.882261247359,2.2740795219033134
285,3313.1205639846958,5435.999959451904,-2452.137579418549,3.7745881424031813
286,1143.7690951869683,5432.493409908384,-843.4547456014238,1.4924323427792086
287,2862.3920725298403,6711.478059411965,-765.6062293073837,1.734609906939653
288,3170.5785388303066,5394.629506931236,-2359.672272594712,3.881344740234669
289,2146.1650085131378,7476.372381084479,-1948.7241048086694,2.4710490933740163
290,3363.333042276043,5574.766429046936,-913.5106534292072,3.8106606682099504
291,1122.0009997561976,7089.493055867204,-1072.4814034752865,1.9979040138652655
292,1149.3927549968575,5028.879788014871,-965.2097335847889,2.093479923308434
293,4290.402242638633,6266.385393650587,-1704.004523030078,1.168553447113025
294,2440.762565645052,7708.762894690622,-721.1273792370671,4.165383414379866
295,1508.242050607539,6936.155760911393,-2185.1211401139117,4.087134776050438
296,3088.9730402192176,8913.077943995952,-2608.319664131205,4.436868058259094
297,4079.9742123944434,8496.415184264843,-1228.169168587838,2.109788508678846
298,1863.2841099873726,6436.283116172604,-1651.613959982759,3.7744597670345685
299,3491.561903276001,5181.946165889099,-863.5355779762976,2.1598149266884743
300,1341.3898599750719,8382.505200460075,-2797.1018771882127,2.317195155683891
301,1206.7268846744307,8644.937241258685,-890.7689914048328,3.819997574379298
302,3125.418526272592,8282.509573676147,-2266.7633669779443,1.209467083545599
303,3162.540486440426,5511.79976367906,-1362.8608320795424,1.3812437378470093
304,3549.719605992826,8991.660537649152,-2899.6780273043605,1.7589129615832602
305,3904.3653348906464,6034.336886211096,-1476.0467592409982,3.65271613000023
306,4903.408317850139,7896.81965123348,-1206.82077703166,1.990606197472331
307,3065.201393204781,8632.139505342886,-2078.124463735949,1.9326728331230463
308,2291.8258917649837,5942.748457322838,-2461.4732368446494,4.4952653810209675
309,4180.744779074815,8633.034218708264,-1655.9233084911375,2.035224572397918
310,2083.329005048297,6237.926316779468,-917.0229889108837,1.491082145262348
311,2755.8856828225444,8905.652889536224,-2191.131604258373,2.9928547128037732
312,1313.8255253690638,6125.040081521898,-2368.826756196801,3.7075198078200033
313,1101.40297366183,8813.743299031341,-2302.6617284057807,0.778431334892637
314,4850.5936587117,5214.1786035707,-627.169617708339,2.9755689245539
315,4343.920482048823,7837.088046679251,-2101.807710588601,0.642941823520899
316,3783.896824374792,7128.444535348015,-2990.989400279282,2.6053294039180717
317,2635.81177765708,6911.508308490923,-1045.7969801009508,1.5279662550312367
318,1693.177280283383,5893.97725702336,-1251.8130116615246,1.7265667906927429
319,1625.7481706843441,7822.383159105968,-2678.579338492578,2.3683838559295305
320,2000.9715926583813,5763.237965785229,-537.7393771627189,4.208429842982348
321,3196.906658824482,7211.367183939074,-1479.844286737222,3.342669226351506
322,3858.3836908002495,6012.981452161003,-1748.0512726484963,4.2473823851379855
323,3640.789506870925,8822.485519125425,-2044.4518309427724,3.1398840182347105
324,2119.7355877837713,5114.524775342611,-753.3181110909054,0.5284309883514386
325,4819.461122652776,5798.913120444946,-2390.091296453592,1.5623407893907104
326,3951.587666783074,5969.242425549791,-2285.5777494502454,4.123090310881496
327,3217.416210045603,6656.271303071266,-2693.972983283583,3.073782083870979
328,3446.8829849374088,5930.920967480214,-1102.2022610393499,4.4265889462810994
329,2678.4002497111596,6965.396361075141,-1511.1267989853668,1.1238560768731825
330,1990.9239580046299,8489.862093034157,-1477.3345768637541,1.6869913324260777
331,2423.890714605046,7848.253685636683,-2453.823922451341,1.9494706380681452
332,4031.3844418574763,7319.847922140444,-1372.0790271822902,1.8062312726692422
333,1057.5739545190236,5356.012711930719,-1086.3538818828401,1.5079661205995225
334,1464.290562027665,7775.968433557102,-2105.278673185777,2.2738628630271114
335,1184.010568087011,5665.657137243759,-996.6321400957195,3.069192493477485
336,1162.9152092758804,8145.469543846792,-2128.0235286699476,1.7450276915467842
337,4421.842336044028,6000.227034040613,-1104.6538462267808,0.8187996932570227
338,3814.6314375200946,6668.1949132836035,-2915.6747313557025,3.3341301075726535
339,2896.695316349301,6401.880809271712,-1622.0884963158683,2.3360662231250746
340,1391.3366426040059,8435.255658699427,-576.1835984002832,2.725929224360253
341,2966.463500467329,5506.177834853633,-546.8884982940231,2.3216026286556604
342,2893.887083122263,7262.5795295391545,-2295.6185541456484,4.061430013819641
343,1692.8074796400606,5568.246437772249,-1896.5022722991114,2.73497998866552
344,2735.4065969518924,7819.183344528747,-2842.5552300334175,4.193107359406999
345,2594.018937589494,8620.312511177925,-816.6467309885006,2.542301366224001
346,3463.400392208866,6738.430615469014,-1578.5696171494646,1.6703526489611273
347,3540.374603470575,6952.369041059904,-2037.2483026487075,1.9217703487047864
348,1181.2160390881781,8709.691345931049,-2718.0736037771176,2.588517174339142
349,2498.450458505885,7083.965554597428,-633.0817862577769,2.6199577512200345
350,3503.4396628569457,6950.393752198243,-1674.4523804475157,3.249350806195795
351,3012.545034320351,7313.316410817217,-2292.68017729274,1.3979794887465231
352,4425.959364753289,7756.918945451807,-2124.4621746712264,3.135371599862007
353,3634.77452647578,5427.533500348126,-2323.2570476946307,3.614352033523009
354,1651.7377083257188,8284.442110966065,-1495.4754778575484,3.2063679578679602
355,1282.2749896017194,6742.0201098130365,-675.0910605487252,2.4273124392703633
356,3569.6771128252626,5289.394039589943,-858.2654916835891,4.466722604467336
357,1106.0452421664872,8144.730676792853,-1849.0478114350562,2.119252636516865
358,3343.1023250938533,6507.799886745088,-933.7515942474802,0.9263624583193169
359,4760.92096569983,5401.469980380216,-1942.2362968091754,3.786016861629372
360,3301.8967115035157,7535.116158173002,-2369.232148103405,1.3488048755216728
361,2552.679704826088,8520.525413734567,-541.4622118339303,3.3531422916097684
362,3573.1528737694125,8551.014037655945,-2240.2810800729453,1.2159051308605036
363,2833.0115619660664,8830.653899235893,-2190.689422532729,0.5675095634317575
364,3182.46715726374,8470.821839066752,-525.7678305336945,1.1391944151561026
365,4765.859235106101,5008.563677381901,-2665.1812670858626,2.0079547863032876
366,2544.410551203097,6520.964665653561,-1098.6650299757623,0.9264729885191931
367,4844.762255295656,8274.170319622011,-660.4681037931837,1.2907163369427281
368,4621.402567824255,6465.012023993897,-1720.5125143114535,3.558505110737572
369,1783.1645391571858,7406.194025518825,-2993.69559574295,3.579534431908523
370,1277.4452035006618,7425.267789498128,-2062.3526397172345,3.7699529087639068
371,1403.1120055097067,6460.101216155292,-2721.0775190379322,3.86462094619037
372,1072.887302606199,8617.89570912515,-1959.5308476657606,2.1817435784550216
373,1377.7718430237137,7012.91338154447,-1024.9330958942883,3.970198642774114
374,3732.0270936654274,6859.136823750003,-1903.2211277904987,2.6037475000561723
375,1284.754593840916,8990.054982647584,-1920.1871966351937,2.3823884677440326
376,2275.902521175045,6974.001456290467,-1608.0263077028835,3.374145315983103
377,4379.501243877818,5713.593007714324,-1545.7735381307996,1.3552736454396288
378,1093.0877429433035,7052.277691453752,-859.2592280025715,3.657989507309888
379,4257.873930355743,8256.06694207972,-2229.111401927621,2.217863306264813
380,2127.4190990935995,8107.441307593126,-945.8218390799602,1.0091816560150417
